Customer ID,Recency,Frequency,Monetary,Recency Score,Frequency Score,Monetary Score,RFM Score,Customer Status
CUST_04410,200,8,107.72,1,4,4,14,Cannot Lose
CUST_04411,34,6,104.57,4,2,3,42,Potential Loyalists
CUST_04412,21,9,168.93,5,4,5,54,Champions
CUST_04413,83,5,75.13,3,2,2,32,Need Attention
CUST_04414,97,4,52.190000000000005,3,1,1,31,Need Attention
CUST_04415,77,8,152.47,3,4,5,34,Loyal Customers
CUST_04416,6,9,125.89,5,4,4,54,Champions
CUST_04417,130,9,115.74000000000001,2,4,4,24,Cannot Lose
CUST_04418,190,3,45.06,1,1,1,11,Hibernating
CUST_04419,7,9,135.56,5,4,5,54,Champions
CUST_04420,83,10,203.08,3,5,5,35,Loyal Customers
CUST_04421,61,10,148.23,3,5,5,35,Loyal Customers
CUST_04422,125,5,82.66,2,2,2,22,Hibernating
CUST_04423,64,6,90.43,3,2,3,32,Need Attention
CUST_04424,196,3,51.63,1,1,1,11,Hibernating
CUST_04425,93,7,112.55999999999999,3,3,4,33,Need Attention
CUST_04426,24,5,67.6,5,2,2,52,Potential Loyalists
CUST_04427,86,9,115.10999999999999,3,4,4,34,Loyal Customers
CUST_04428,438,4,48.800000000000004,1,1,1,11,Hibernating
CUST_04429,51,8,148.07999999999998,4,4,5,44,Loyal Customers
CUST_04430,120,3,39.14,2,1,1,21,Hibernating
CUST_04431,139,6,127.81,2,2,4,22,Hibernating
CUST_04432,65,10,141.23,3,5,5,35,Loyal Customers
CUST_04433,3,15,194.95000000000002,5,5,5,55,Champions
CUST_04434,141,11,186.77,2,5,5,25,Cannot Lose
CUST_04435,39,4,79.65,4,1,2,41,Newcomers
CUST_04436,589,2,19.83,1,1,1,11,Hibernating
CUST_04437,55,8,149.57,4,4,5,44,Loyal Customers
CUST_04438,69,6,98.39,3,2,3,32,Need Attention
CUST_04439,185,2,37.260000000000005,1,1,1,11,Hibernating
CUST_04440,0,10,134.80999999999997,5,5,5,55,Champions
CUST_04441,36,6,82.86,4,2,2,42,Potential Loyalists
CUST_04442,51,9,136.22,4,4,5,44,Loyal Customers
CUST_04443,84,4,58.76,3,1,1,31,Need Attention
CUST_04444,22,8,141.48,5,4,5,54,Champions
CUST_04445,67,10,160.88,3,5,5,35,Loyal Customers
CUST_04446,49,10,153.76,4,5,5,45,Loyal Customers
CUST_04447,63,4,54.2,3,1,1,31,Need Attention
CUST_04448,37,11,185.51000000000002,4,5,5,45,Loyal Customers
CUST_04449,12,6,57.330000000000005,5,2,1,52,Potential Loyalists
CUST_04450,50,11,182.39000000000001,4,5,5,45,Loyal Customers
CUST_04451,36,6,70.13,4,2,2,42,Potential Loyalists
CUST_04452,2,7,132.21,5,3,4,53,Potential Loyalists
CUST_04453,117,7,109.73,2,3,4,23,At Risk
CUST_04454,24,11,172.38,5,5,5,55,Champions
CUST_04455,67,11,174.2,3,5,5,35,Loyal Customers
CUST_04456,34,7,130.73999999999998,4,3,4,43,Potential Loyalists
CUST_04457,127,4,49.49999999999999,2,1,1,21,Hibernating
CUST_04458,167,6,101.02000000000001,2,2,3,22,Hibernating
CUST_04459,46,6,94.01,4,2,3,42,Potential Loyalists
CUST_04460,4,5,94.55,5,2,3,52,Potential Loyalists
CUST_04461,29,8,98.47999999999999,4,4,3,44,Loyal Customers
CUST_04462,22,5,68.7,5,2,2,52,Potential Loyalists
CUST_04463,7,10,141.02,5,5,5,55,Champions
CUST_04464,127,4,53.980000000000004,2,1,1,21,Hibernating
CUST_04465,13,9,120.35,5,4,4,54,Champions
CUST_04466,70,6,99.16,3,2,3,32,Need Attention
CUST_04467,30,7,113.58000000000001,4,3,4,43,Potential Loyalists
CUST_04468,41,6,119.41999999999999,4,2,4,42,Potential Loyalists
CUST_04469,20,5,73.04,5,2,2,52,Potential Loyalists
CUST_04470,5,8,97.16999999999999,5,4,3,54,Champions
CUST_04471,13,7,150.01999999999998,5,3,5,53,Potential Loyalists
CUST_04472,39,7,113.57000000000001,4,3,4,43,Potential Loyalists
CUST_04473,34,11,203.87,4,5,5,45,Loyal Customers
CUST_04474,198,4,73.41,1,1,2,11,Hibernating
CUST_04475,107,7,110.46000000000001,2,3,4,23,At Risk
CUST_04476,40,7,91.92000000000002,4,3,3,43,Potential Loyalists
CUST_04477,159,5,78.16,2,2,2,22,Hibernating
CUST_04478,17,8,141.61,5,4,5,54,Champions
CUST_04479,410,4,39.07,1,1,1,11,Hibernating
CUST_04480,23,7,88.56,5,3,3,53,Potential Loyalists
CUST_04481,419,5,103.71000000000001,1,2,3,12,Hibernating
CUST_04482,27,10,156.0,4,5,5,45,Loyal Customers
CUST_04483,84,3,40.53,3,1,1,31,Need Attention
CUST_04484,290,3,61.60000000000001,1,1,1,11,Hibernating
CUST_04485,266,4,43.900000000000006,1,1,1,11,Hibernating
CUST_04486,79,7,97.45,3,3,3,33,Need Attention
CUST_04487,124,6,64.24,2,2,2,22,Hibernating
CUST_04488,45,7,139.88,4,3,5,43,Potential Loyalists
CUST_04489,472,1,7.91,1,1,1,11,Hibernating
CUST_04490,24,10,131.95000000000002,5,5,4,55,Champions
CUST_04491,51,8,146.69,4,4,5,44,Loyal Customers
CUST_04492,132,6,71.78,2,2,2,22,Hibernating
CUST_04493,112,8,132.82,2,4,5,24,Cannot Lose
CUST_04494,117,7,99.72,2,3,3,23,At Risk
CUST_04495,71,6,81.49,3,2,2,32,Need Attention
CUST_04496,416,3,44.150000000000006,1,1,1,11,Hibernating
CUST_04497,149,9,116.29999999999998,2,4,4,24,Cannot Lose
CUST_04498,413,2,23.1,1,1,1,11,Hibernating
CUST_04499,33,5,76.88,4,2,2,42,Potential Loyalists
CUST_04500,119,4,52.56,2,1,1,21,Hibernating
CUST_04501,50,4,48.85000000000001,4,1,1,41,Newcomers
CUST_04502,412,5,75.35,1,2,2,12,Hibernating
CUST_04503,67,4,40.31999999999999,3,1,1,31,Need Attention
CUST_04504,165,5,83.92000000000002,2,2,2,22,Hibernating
CUST_04505,45,9,120.84,4,4,4,44,Loyal Customers
CUST_04506,203,9,116.11,1,4,4,14,Cannot Lose
CUST_04507,73,8,129.53,3,4,4,34,Loyal Customers
CUST_04508,4,11,160.65,5,5,5,55,Champions
CUST_04509,46,8,114.61,4,4,4,44,Loyal Customers
CUST_04510,52,11,170.75,4,5,5,45,Loyal Customers
CUST_04511,84,3,43.870000000000005,3,1,1,31,Need Attention
CUST_04512,65,13,195.29000000000002,3,5,5,35,Loyal Customers
CUST_04513,6,8,105.32000000000001,5,4,3,54,Champions
CUST_04514,496,4,46.080000000000005,1,1,1,11,Hibernating
CUST_04515,74,3,40.61,3,1,1,31,Need Attention
CUST_04516,150,10,153.32,2,5,5,25,Cannot Lose
CUST_04517,57,8,160.82,3,4,5,34,Loyal Customers
CUST_04518,101,2,25.86,2,1,1,21,Hibernating
CUST_04519,67,6,119.15,3,2,4,32,Need Attention
CUST_04520,53,5,79.17999999999999,4,2,2,42,Potential Loyalists
CUST_04521,8,6,80.11,5,2,2,52,Potential Loyalists
CUST_04522,115,4,43.79,2,1,1,21,Hibernating
CUST_04523,209,5,70.44,1,2,2,12,Hibernating
CUST_04524,441,4,36.28,1,1,1,11,Hibernating
CUST_04525,6,12,184.31,5,5,5,55,Champions
CUST_04526,34,9,148.0,4,4,5,44,Loyal Customers
CUST_04527,6,7,99.88000000000001,5,3,3,53,Potential Loyalists
CUST_04528,40,11,219.35999999999999,4,5,5,45,Loyal Customers
CUST_04529,207,3,33.32,1,1,1,11,Hibernating
CUST_04530,65,8,97.62,3,4,3,34,Loyal Customers
CUST_04531,143,4,68.58000000000001,2,1,2,21,Hibernating
CUST_04532,5,7,132.77,5,3,5,53,Potential Loyalists
CUST_04533,53,9,124.00999999999999,4,4,4,44,Loyal Customers
CUST_04534,4,5,70.3,5,2,2,52,Potential Loyalists
CUST_04535,0,8,119.4,5,4,4,54,Champions
CUST_04536,4,4,49.269999999999996,5,1,1,51,Newcomers
CUST_04537,101,5,57.54999999999999,2,2,1,22,Hibernating
CUST_04538,193,7,111.70000000000002,1,3,4,13,At Risk
CUST_04539,13,7,87.91000000000001,5,3,3,53,Potential Loyalists
CUST_04540,184,3,31.4,1,1,1,11,Hibernating
CUST_04541,40,5,75.28999999999999,4,2,2,42,Potential Loyalists
CUST_04542,110,6,104.15000000000002,2,2,3,22,Hibernating
CUST_04543,70,8,102.28,3,4,3,34,Loyal Customers
CUST_04544,17,6,90.41,5,2,3,52,Potential Loyalists
CUST_04545,19,10,126.43,5,5,4,55,Champions
CUST_04546,56,10,182.55999999999997,4,5,5,45,Loyal Customers
CUST_04547,32,7,84.89,4,3,2,43,Potential Loyalists
CUST_04548,51,9,134.88,4,4,5,44,Loyal Customers
CUST_04549,159,7,107.42,2,3,4,23,At Risk
CUST_04550,34,4,49.05,4,1,1,41,Newcomers
CUST_04551,20,5,89.39,5,2,3,52,Potential Loyalists
CUST_04552,86,8,85.03,3,4,2,34,Loyal Customers
CUST_04553,81,7,131.7,3,3,4,33,Need Attention
CUST_04554,2,14,212.10999999999999,5,5,5,55,Champions
CUST_04555,124,10,156.21,2,5,5,25,Cannot Lose
CUST_04556,163,11,174.49,2,5,5,25,Cannot Lose
CUST_04557,150,8,115.87,2,4,4,24,Cannot Lose
CUST_04558,221,5,79.68,1,2,2,12,Hibernating
CUST_04559,35,6,96.25,4,2,3,42,Potential Loyalists
CUST_04560,100,7,130.57999999999998,3,3,4,33,Need Attention
CUST_04561,86,9,112.82000000000001,3,4,4,34,Loyal Customers
CUST_04562,257,6,92.63,1,2,3,12,Hibernating
CUST_04563,38,8,121.28999999999999,4,4,4,44,Loyal Customers
CUST_04564,103,8,135.64,2,4,5,24,Cannot Lose
CUST_04565,65,6,92.87,3,2,3,32,Need Attention
CUST_04566,274,7,87.67999999999999,1,3,3,13,At Risk
CUST_04567,172,8,108.00999999999999,2,4,4,24,Cannot Lose
CUST_04568,142,8,116.91,2,4,4,24,Cannot Lose
CUST_04569,150,5,64.25999999999999,2,2,2,22,Hibernating
CUST_04570,57,14,225.22000000000003,3,5,5,35,Loyal Customers
CUST_04571,97,5,69.95,3,2,2,32,Need Attention
CUST_04572,210,5,67.57,1,2,2,12,Hibernating
CUST_04573,47,7,114.63,4,3,4,43,Potential Loyalists
CUST_04574,288,3,40.54,1,1,1,11,Hibernating
CUST_04575,408,3,42.57,1,1,1,11,Hibernating
CUST_04576,63,6,100.92,3,2,3,32,Need Attention
CUST_04577,18,5,53.50000000000001,5,2,1,52,Potential Loyalists
CUST_04578,57,6,68.76999999999998,3,2,2,32,Need Attention
CUST_04579,11,6,115.22000000000001,5,2,4,52,Potential Loyalists
CUST_04580,46,4,76.25999999999999,4,1,2,41,Newcomers
CUST_04581,57,12,163.09999999999997,3,5,5,35,Loyal Customers
CUST_04582,17,7,112.29999999999998,5,3,4,53,Potential Loyalists
CUST_04583,57,9,121.52999999999999,3,4,4,34,Loyal Customers
CUST_04584,8,10,147.19,5,5,5,55,Champions
CUST_04585,92,4,62.89,3,1,1,31,Need Attention
CUST_04586,328,7,105.52000000000001,1,3,3,13,At Risk
CUST_04587,109,8,149.03,2,4,5,24,Cannot Lose
CUST_04588,17,7,117.79,5,3,4,53,Potential Loyalists
CUST_04589,69,5,96.16,3,2,3,32,Need Attention
CUST_04590,141,2,33.09,2,1,1,21,Hibernating
CUST_04591,11,3,33.88,5,1,1,51,Newcomers
CUST_04592,159,9,114.32,2,4,4,24,Cannot Lose
CUST_04593,9,7,82.34,5,3,2,53,Potential Loyalists
CUST_04594,44,5,63.529999999999994,4,2,1,42,Potential Loyalists
CUST_04595,10,11,143.19,5,5,5,55,Champions
CUST_04596,159,4,71.73,2,1,2,21,Hibernating
CUST_04597,41,5,80.44000000000001,4,2,2,42,Potential Loyalists
CUST_04598,45,2,40.78,4,1,1,41,Newcomers
CUST_04599,161,9,151.97000000000003,2,4,5,24,Cannot Lose
CUST_04600,188,7,81.63,1,3,2,13,At Risk
CUST_04601,14,5,79.42,5,2,2,52,Potential Loyalists
CUST_04602,441,5,61.629999999999995,1,2,1,12,Hibernating
CUST_04603,90,5,73.37,3,2,2,32,Need Attention
CUST_04604,135,3,46.38,2,1,1,21,Hibernating
CUST_04605,0,10,120.47,5,5,4,55,Champions
CUST_04606,128,4,42.78,2,1,1,21,Hibernating
CUST_04607,26,4,70.98,4,1,2,41,Newcomers
CUST_04608,52,10,145.85000000000002,4,5,5,45,Loyal Customers
CUST_04609,62,6,75.20000000000002,3,2,2,32,Need Attention
CUST_04610,154,9,102.49999999999999,2,4,3,24,Cannot Lose
CUST_04611,126,5,94.74,2,2,3,22,Hibernating
CUST_04612,169,7,84.81,2,3,2,23,At Risk
CUST_04613,57,8,123.9,3,4,4,34,Loyal Customers
CUST_04614,91,4,67.44999999999999,3,1,2,31,Need Attention
CUST_04615,30,5,121.83000000000001,4,2,4,42,Potential Loyalists
CUST_04616,68,6,93.85,3,2,3,32,Need Attention
CUST_04617,481,7,80.07,1,3,2,13,At Risk
CUST_04618,16,7,92.77,5,3,3,53,Potential Loyalists
CUST_04619,201,8,110.25,1,4,4,14,Cannot Lose
CUST_04620,137,9,162.73000000000002,2,4,5,24,Cannot Lose
CUST_04621,63,9,145.86,3,4,5,34,Loyal Customers
CUST_04622,262,3,42.34,1,1,1,11,Hibernating
CUST_04623,23,8,117.38,5,4,4,54,Champions
CUST_04624,147,6,85.71,2,2,3,22,Hibernating
CUST_04625,253,6,98.61,1,2,3,12,Hibernating
CUST_04626,73,12,217.27999999999997,3,5,5,35,Loyal Customers
CUST_04627,83,4,61.97999999999999,3,1,1,31,Need Attention
CUST_04628,55,5,59.16,4,2,1,42,Potential Loyalists
CUST_04629,94,7,92.84,3,3,3,33,Need Attention
CUST_04630,20,6,84.56,5,2,2,52,Potential Loyalists
CUST_04631,265,6,101.08999999999999,1,2,3,12,Hibernating
CUST_04632,134,3,65.53999999999999,2,1,2,21,Hibernating
CUST_04633,24,7,115.16999999999999,5,3,4,53,Potential Loyalists
CUST_04634,161,7,113.83000000000001,2,3,4,23,At Risk
CUST_04635,54,8,114.84,4,4,4,44,Loyal Customers
CUST_04636,3,9,123.46000000000001,5,4,4,54,Champions
CUST_04637,175,6,114.45,1,2,4,12,Hibernating
CUST_04638,141,6,77.04,2,2,2,22,Hibernating
CUST_04639,190,7,97.74000000000001,1,3,3,13,At Risk
CUST_04640,50,4,78.45,4,1,2,41,Newcomers
CUST_04641,21,7,107.31,5,3,4,53,Potential Loyalists
CUST_04642,4,9,130.28,5,4,4,54,Champions
CUST_04643,73,5,68.50999999999999,3,2,2,32,Need Attention
CUST_04644,110,2,31.57,2,1,1,21,Hibernating
CUST_04645,196,8,101.76,1,4,3,14,Cannot Lose
CUST_04646,13,7,103.4,5,3,3,53,Potential Loyalists
CUST_04647,13,10,149.85999999999999,5,5,5,55,Champions
CUST_04648,73,6,124.63000000000002,3,2,4,32,Need Attention
CUST_04649,113,6,94.03,2,2,3,22,Hibernating
CUST_04650,25,9,144.24,4,4,5,44,Loyal Customers
CUST_04651,70,11,135.07,3,5,5,35,Loyal Customers
CUST_04652,88,10,147.45,3,5,5,35,Loyal Customers
CUST_04653,98,5,97.98,3,2,3,32,Need Attention
CUST_04654,18,5,64.81,5,2,2,52,Potential Loyalists
CUST_04655,45,9,129.69,4,4,4,44,Loyal Customers
CUST_04656,156,3,56.94,2,1,1,21,Hibernating
CUST_04657,5,11,133.64,5,5,5,55,Champions
CUST_04658,46,9,154.25,4,4,5,44,Loyal Customers
CUST_04659,2,12,150.14,5,5,5,55,Champions
CUST_04660,32,10,118.83,4,5,4,45,Loyal Customers
CUST_04661,74,10,138.76,3,5,5,35,Loyal Customers
CUST_04662,91,11,165.75,3,5,5,35,Loyal Customers
CUST_04663,16,6,95.19999999999999,5,2,3,52,Potential Loyalists
CUST_04664,39,8,125.07,4,4,4,44,Loyal Customers
CUST_04665,52,5,86.22,4,2,3,42,Potential Loyalists
CUST_04666,280,3,30.32,1,1,1,11,Hibernating
CUST_04667,3,9,157.20000000000002,5,4,5,54,Champions
CUST_04668,115,6,92.93,2,2,3,22,Hibernating
CUST_04669,407,6,81.68,1,2,2,12,Hibernating
CUST_04670,7,3,47.870000000000005,5,1,1,51,Newcomers
CUST_04671,273,3,39.88,1,1,1,11,Hibernating
CUST_04672,147,8,109.52000000000001,2,4,4,24,Cannot Lose
CUST_04673,227,6,94.23,1,2,3,12,Hibernating
CUST_04674,95,12,160.61999999999998,3,5,5,35,Loyal Customers
CUST_04675,147,4,57.510000000000005,2,1,1,21,Hibernating
CUST_04676,16,8,122.09,5,4,4,54,Champions
CUST_04677,20,3,45.330000000000005,5,1,1,51,Newcomers
CUST_04678,309,4,68.94,1,1,2,11,Hibernating
CUST_04679,97,5,67.33000000000001,3,2,2,32,Need Attention
CUST_04680,78,6,81.22,3,2,2,32,Need Attention
CUST_04681,139,4,60.75,2,1,1,21,Hibernating
CUST_04682,144,12,177.07,2,5,5,25,Cannot Lose
CUST_04683,30,7,64.48,4,3,2,43,Potential Loyalists
CUST_04684,17,6,90.17,5,2,3,52,Potential Loyalists
CUST_04685,8,6,85.95,5,2,3,52,Potential Loyalists
CUST_04686,17,9,85.46000000000001,5,4,2,54,Champions
CUST_04687,37,10,119.75999999999999,4,5,4,45,Loyal Customers
CUST_04688,236,8,100.13,1,4,3,14,Cannot Lose
CUST_04689,411,1,22.81,1,1,1,11,Hibernating
CUST_04690,15,9,109.45,5,4,4,54,Champions
CUST_04691,125,6,93.21,2,2,3,22,Hibernating
CUST_04692,203,6,67.2,1,2,2,12,Hibernating
CUST_04693,195,6,86.19000000000001,1,2,3,12,Hibernating
CUST_04694,216,2,31.43,1,1,1,11,Hibernating
CUST_04695,68,2,25.38,3,1,1,31,Need Attention
CUST_04696,123,11,167.85999999999999,2,5,5,25,Cannot Lose
CUST_04697,294,5,81.12,1,2,2,12,Hibernating
CUST_04698,156,10,131.02,2,5,4,25,Cannot Lose
CUST_04699,40,7,94.09,4,3,3,43,Potential Loyalists
CUST_04700,86,9,107.81,3,4,4,34,Loyal Customers
CUST_04701,264,4,85.88,1,1,3,11,Hibernating
CUST_04702,149,7,87.66,2,3,3,23,At Risk
CUST_04703,7,3,41.980000000000004,5,1,1,51,Newcomers
CUST_04704,15,8,115.26,5,4,4,54,Champions
CUST_04705,42,6,87.66,4,2,3,42,Potential Loyalists
CUST_04706,170,5,85.05,2,2,2,22,Hibernating
CUST_04707,19,4,62.59,5,1,1,51,Newcomers
CUST_04708,34,11,153.64,4,5,5,45,Loyal Customers
CUST_04709,15,9,143.8,5,4,5,54,Champions
CUST_04710,187,3,42.489999999999995,1,1,1,11,Hibernating
CUST_04711,95,7,81.65,3,3,2,33,Need Attention
CUST_04712,106,10,140.89000000000001,2,5,5,25,Cannot Lose
CUST_04713,23,5,73.07,5,2,2,52,Potential Loyalists
CUST_04714,10,13,184.25,5,5,5,55,Champions
CUST_04715,182,5,66.46,1,2,2,12,Hibernating
CUST_04716,47,10,147.83999999999997,4,5,5,45,Loyal Customers
CUST_04717,494,2,22.490000000000002,1,1,1,11,Hibernating
CUST_04718,62,11,145.93,3,5,5,35,Loyal Customers
CUST_04719,37,4,79.83,4,1,2,41,Newcomers
CUST_04720,126,8,105.92,2,4,3,24,Cannot Lose
CUST_04721,118,7,112.66,2,3,4,23,At Risk
CUST_04722,39,7,95.46000000000001,4,3,3,43,Potential Loyalists
CUST_04723,2,7,88.02000000000001,5,3,3,53,Potential Loyalists
CUST_04724,83,6,101.04,3,2,3,32,Need Attention
CUST_04725,44,7,114.12000000000002,4,3,4,43,Potential Loyalists
CUST_04726,90,7,88.65,3,3,3,33,Need Attention
CUST_04727,33,7,111.27000000000001,4,3,4,43,Potential Loyalists
CUST_04728,5,6,101.18,5,2,3,52,Potential Loyalists
CUST_04729,199,5,102.72,1,2,3,12,Hibernating
CUST_04730,100,7,123.20999999999998,3,3,4,33,Need Attention
CUST_04731,13,6,92.79,5,2,3,52,Potential Loyalists
CUST_04732,6,4,63.34,5,1,1,51,Newcomers
CUST_04733,10,6,87.99000000000001,5,2,3,52,Potential Loyalists
CUST_04734,176,10,161.57999999999998,1,5,5,15,Cannot Lose
CUST_04735,20,10,134.42,5,5,5,55,Champions
CUST_04736,86,7,88.71,3,3,3,33,Need Attention
CUST_04737,115,8,133.56,2,4,5,24,Cannot Lose
CUST_04738,4,4,69.51,5,1,2,51,Newcomers
CUST_04739,66,6,81.91,3,2,2,32,Need Attention
CUST_04740,133,5,77.45,2,2,2,22,Hibernating
CUST_04741,180,7,80.25999999999999,1,3,2,13,At Risk
CUST_04742,192,6,72.60000000000001,1,2,2,12,Hibernating
CUST_04743,32,5,50.8,4,2,1,42,Potential Loyalists
CUST_04744,55,15,270.36,4,5,5,45,Loyal Customers
CUST_04745,40,4,68.24,4,1,2,41,Newcomers
CUST_04746,522,7,88.84,1,3,3,13,At Risk
CUST_04747,68,6,109.82000000000001,3,2,4,32,Need Attention
CUST_04748,69,7,131.78000000000003,3,3,4,33,Need Attention
CUST_04749,308,3,37.47,1,1,1,11,Hibernating
CUST_04750,11,5,68.81,5,2,2,52,Potential Loyalists
CUST_04751,161,3,44.019999999999996,2,1,1,21,Hibernating
CUST_04752,61,16,253.69,3,5,5,35,Loyal Customers
CUST_04753,141,8,152.38,2,4,5,24,Cannot Lose
CUST_04754,68,8,112.69999999999999,3,4,4,34,Loyal Customers
CUST_04755,27,7,94.72,4,3,3,43,Potential Loyalists
CUST_04756,62,6,103.38999999999999,3,2,3,32,Need Attention
CUST_04757,90,6,79.95000000000002,3,2,2,32,Need Attention
CUST_04758,67,10,181.42000000000002,3,5,5,35,Loyal Customers
CUST_04759,140,5,79.63000000000001,2,2,2,22,Hibernating
CUST_04760,79,7,122.02,3,3,4,33,Need Attention
CUST_04761,355,5,85.29,1,2,2,12,Hibernating
CUST_04762,312,5,61.989999999999995,1,2,1,12,Hibernating
CUST_04763,35,9,110.27,4,4,4,44,Loyal Customers
CUST_04764,8,8,111.87,5,4,4,54,Champions
CUST_04765,348,4,79.07,1,1,2,11,Hibernating
CUST_04766,273,5,90.05,1,2,3,12,Hibernating
CUST_04767,79,3,31.41,3,1,1,31,Need Attention
CUST_04768,150,7,98.0,2,3,3,23,At Risk
CUST_04769,133,5,63.13,2,2,1,22,Hibernating
CUST_04770,73,9,134.66,3,4,5,34,Loyal Customers
CUST_04771,100,8,111.04,3,4,4,34,Loyal Customers
CUST_04772,36,10,127.37,4,5,4,45,Loyal Customers
CUST_04773,24,5,67.24000000000001,5,2,2,52,Potential Loyalists
CUST_04774,69,7,97.21,3,3,3,33,Need Attention
CUST_04775,42,10,154.8,4,5,5,45,Loyal Customers
CUST_04776,132,9,118.59,2,4,4,24,Cannot Lose
CUST_04777,276,4,50.10999999999999,1,1,1,11,Hibernating
CUST_04778,9,8,121.68,5,4,4,54,Champions
CUST_04779,142,6,79.95,2,2,2,22,Hibernating
CUST_04780,16,4,47.64,5,1,1,51,Newcomers
CUST_04781,11,3,41.07,5,1,1,51,Newcomers
CUST_04782,21,6,80.8,5,2,2,52,Potential Loyalists
CUST_04783,141,4,74.75,2,1,2,21,Hibernating
CUST_04784,68,4,51.3,3,1,1,31,Need Attention
CUST_04785,3,7,94.25999999999999,5,3,3,53,Potential Loyalists
CUST_04786,225,6,85.02,1,2,2,12,Hibernating
CUST_04787,8,13,186.11999999999998,5,5,5,55,Champions
CUST_04788,206,5,79.48,1,2,2,12,Hibernating
CUST_04789,108,4,59.92,2,1,1,21,Hibernating
CUST_04790,60,7,114.42999999999999,3,3,4,33,Need Attention
CUST_04791,56,5,69.98,4,2,2,42,Potential Loyalists
CUST_04792,75,4,57.199999999999996,3,1,1,31,Need Attention
CUST_04793,49,2,23.83,4,1,1,41,Newcomers
CUST_04794,313,6,86.77000000000001,1,2,3,12,Hibernating
CUST_04795,191,9,151.01,1,4,5,14,Cannot Lose
CUST_04796,227,12,151.24,1,5,5,15,Cannot Lose
CUST_04797,4,8,130.49,5,4,4,54,Champions
CUST_04798,2,4,58.760000000000005,5,1,1,51,Newcomers
CUST_04799,9,8,147.6,5,4,5,54,Champions
CUST_04800,309,4,55.36,1,1,1,11,Hibernating
CUST_04801,6,5,91.83,5,2,3,52,Potential Loyalists
CUST_04802,189,6,79.61,1,2,2,12,Hibernating
CUST_04803,61,8,114.36999999999999,3,4,4,34,Loyal Customers
CUST_04804,75,4,58.67,3,1,1,31,Need Attention
CUST_04805,134,11,181.98,2,5,5,25,Cannot Lose
CUST_04806,38,15,207.93999999999997,4,5,5,45,Loyal Customers
CUST_04807,81,13,180.93,3,5,5,35,Loyal Customers
CUST_04808,1,13,191.73000000000002,5,5,5,55,Champions
CUST_04809,80,7,96.66000000000003,3,3,3,33,Need Attention
CUST_04810,106,7,118.88,2,3,4,23,At Risk
CUST_04811,3,9,127.27000000000001,5,4,4,54,Champions
CUST_04812,84,8,119.54,3,4,4,34,Loyal Customers
CUST_04813,52,5,65.58,4,2,2,42,Potential Loyalists
CUST_04814,58,9,154.0,3,4,5,34,Loyal Customers
CUST_04815,135,5,84.4,2,2,2,22,Hibernating
CUST_04816,59,8,79.66,3,4,2,34,Loyal Customers
CUST_04817,127,6,94.61999999999999,2,2,3,22,Hibernating
CUST_04818,24,9,131.97,5,4,4,54,Champions
CUST_04819,104,10,153.81,2,5,5,25,Cannot Lose
CUST_04821,78,4,45.16,3,1,1,31,Need Attention
CUST_04822,135,6,100.06,2,2,3,22,Hibernating
CUST_04823,29,9,137.12,4,4,5,44,Loyal Customers
CUST_04824,164,8,108.92999999999999,2,4,4,24,Cannot Lose
CUST_04825,44,9,157.88,4,4,5,44,Loyal Customers
CUST_04826,290,5,80.93,1,2,2,12,Hibernating
CUST_04827,82,5,107.37,3,2,4,32,Need Attention
CUST_04828,105,5,68.38,2,2,2,22,Hibernating
CUST_04829,342,3,32.93,1,1,1,11,Hibernating
CUST_04830,428,4,62.97,1,1,1,11,Hibernating
CUST_04831,49,10,144.82,4,5,5,45,Loyal Customers
CUST_04832,182,9,125.98,1,4,4,14,Cannot Lose
CUST_04833,100,6,89.99000000000001,3,2,3,32,Need Attention
CUST_04834,35,5,97.00999999999999,4,2,3,42,Potential Loyalists
CUST_04835,214,9,107.09,1,4,4,14,Cannot Lose
CUST_04836,121,5,66.52000000000001,2,2,2,22,Hibernating
CUST_04837,16,8,123.49,5,4,4,54,Champions
CUST_04838,253,5,77.11,1,2,2,12,Hibernating
CUST_04839,137,2,26.97,2,1,1,21,Hibernating
CUST_04840,36,6,93.76,4,2,3,42,Potential Loyalists
CUST_04841,1,8,134.59,5,4,5,54,Champions
CUST_04842,236,6,89.32,1,2,3,12,Hibernating
CUST_04843,78,5,70.94,3,2,2,32,Need Attention
CUST_04844,66,11,155.48,3,5,5,35,Loyal Customers
CUST_04845,21,7,99.69,5,3,3,53,Potential Loyalists
CUST_04846,263,6,95.21,1,2,3,12,Hibernating
CUST_04847,10,9,109.73,5,4,4,54,Champions
CUST_04848,139,7,73.47999999999999,2,3,2,23,At Risk
CUST_04849,154,6,95.07000000000001,2,2,3,22,Hibernating
CUST_04850,38,5,70.78,4,2,2,42,Potential Loyalists
CUST_04851,190,6,85.27,1,2,2,12,Hibernating
CUST_04852,211,5,69.34,1,2,2,12,Hibernating
CUST_04853,88,8,131.12,3,4,4,34,Loyal Customers
CUST_04854,87,3,55.07000000000001,3,1,1,31,Need Attention
CUST_04855,73,6,109.14,3,2,4,32,Need Attention
CUST_04856,68,3,33.58,3,1,1,31,Need Attention
CUST_04857,411,3,58.67,1,1,1,11,Hibernating
CUST_04858,69,4,59.63,3,1,1,31,Need Attention
CUST_04859,135,8,127.47,2,4,4,24,Cannot Lose
